IP,pages,pageviews,pageviews_per_session,avg_session_duration,country,Time
10.129.2.1,/athletics.html,95,1,3.881877031,Zambia,[29/Nov/2017:16:28:12
10.131.2.1,/boxing.html,39,1,3.819751135,Fiji,[29/Nov/2017:16:28:12
10.131.2.1,/wrestling.html,51,1,1.935937212,Fiji,[29/Nov/2017:16:28:13
10.129.2.1,/index.html,47,3,1.367908132,Zambia,[29/Nov/2017:16:28:13
10.130.2.1,/archery.html,17,3,1.033942066,Moscow,[29/Nov/2017:16:28:13
10.129.2.1,/athletics.html,49,3,2.901417409,Zambia,[29/Nov/2017:16:28:21
10.129.1.1,/boxing.html,2,3,2.373298612,Egypt,[29/Nov/2017:16:28:40
10.129.1.1,/wrestling.html,56,1,1.321903531,Egypt,[29/Nov/2017:16:29:12
10.130.2.1,/index.html,70,1,2.622662792,Moscow,[29/Nov/2017:16:37:50
10.130.2.1,/index.html,55,3,2.769643887,Moscow,[29/Nov/2017:16:37:51
10.130.2.1,/archery.html,54,2,3.941499964,Moscow,[29/Nov/2017:16:37:51
10.130.2.1,/athletics.html,11,1,3.279371633,Moscow,[29/Nov/2017:16:37:51
10.130.2.1,/boxing.html,8,3,3.849645305,Moscow,[29/Nov/2017:16:37:54
10.131.2.1,/wrestling.html,30,2,2.169765524,Fiji,[29/Nov/2017:16:37:54
10.131.2.1,/track-cycling.html,75,3,3.611454478,Fiji,[29/Nov/2017:16:38:16
10.131.2.1,/tennis.html,10,3,1.26629025,Fiji,[29/Nov/2017:16:38:27
10.131.2.1,/rugby.html,68,1,2.372658295,Fiji,[29/Nov/2017:16:38:30
10.131.2.1,/hockey.html,51,3,3.703649199,Fiji,[29/Nov/2017:16:40:36
10.131.2.1,/football.html,35,1,1.575106611,Fiji,[29/Nov/2017:16:40:44
10.129.2.1,/contact_us.html,93,3,2.150436161,Zambia,[29/Nov/2017:16:40:45
10.131.2.1,/index.html,100,2,1.959555294,Fiji,[29/Nov/2017:16:40:45
10.131.0.1,/archery.html,45,2,3.660660802,Brazil,[29/Nov/2017:16:43:36
10.131.0.6,/athletics.html,14,2,1.408211637,Cuba,[29/Nov/2017:16:43:37
10.131.0.6,/boxing.html,45,3,1.493686252,Cuba,[29/Nov/2017:16:43:40
10.131.0.6,/wrestling.html,61,2,2.05357073,Cuba,[29/Nov/2017:16:43:48
10.131.0.6,/athletics.html,88,3,1.771484589,Cuba,[29/Nov/2017:16:43:54
10.131.0.6,/boxing.html,10,3,2.714170232,Cuba,[29/Nov/2017:16:44:05
10.129.1.1,/wrestling.html,16,2,1.381530946,Egypt,[29/Nov/2017:16:44:06
10.129.2.1,/track-cycling.html,21,1,1.258328154,Zambia,[29/Nov/2017:16:44:17
10.129.2.1,/tennis.html,3,3,2.02899871,Zambia,[29/Nov/2017:16:44:21
10.129.1.1,/rugby.html,47,1,3.879923646,Egypt,[29/Nov/2017:16:44:25
10.129.2.1,/hockey.html,19,1,1.427521892,Zambia,[29/Nov/2017:16:44:34
10.129.2.1,/football.html,21,2,1.281739123,Zambia,[29/Nov/2017:16:44:41
10.131.2.1,/contact_us.html,49,2,1.059278394,Fiji,[29/Nov/2017:16:44:43
10.128.2.1,/index.html,29,3,1.075811054,South Africa,[29/Nov/2017:16:45:00
10.128.2.1,/archery.html,27,1,1.778972919,South Africa,[29/Nov/2017:16:45:00
10.128.2.1,/athletics.html,57,1,1.505015682,South Africa,[29/Nov/2017:16:45:01
10.131.2.1,/boxing.html,42,2,3.4568358,Fiji,[29/Nov/2017:16:45:01
10.131.2.1,/wrestling.html,67,2,1.074479631,Fiji,[29/Nov/2017:16:45:01
10.131.2.1,/index.html,80,2,1.073136106,Fiji,[29/Nov/2017:16:45:02
10.129.1.1,/archery.html,16,3,2.820128496,Egypt,[29/Nov/2017:16:45:02
10.130.2.1,/athletics.html,51,2,2.475013706,Moscow,[29/Nov/2017:16:45:02
10.131.2.1,/boxing.html,63,3,2.236382601,Fiji,[29/Nov/2017:16:45:02
10.131.2.1,/wrestling.html,84,3,3.52922098,Fiji,[29/Nov/2017:16:45:02
10.128.2.1,/index.html,84,2,1.093338057,South Africa,[29/Nov/2017:16:45:06
10.130.2.1,/index.html,43,1,1.386118698,Moscow,[29/Nov/2017:16:45:40
10.130.2.1,/archery.html,44,3,3.511758901,Moscow,[29/Nov/2017:16:45:41
10.130.2.1,/athletics.html,99,2,2.015239415,Moscow,[29/Nov/2017:16:45:56
10.130.2.1,/boxing.html,65,1,2.459147912,Moscow,[29/Nov/2017:16:45:56
10.130.2.1,/wrestling.html,73,3,1.749564034,Moscow,[29/Nov/2017:16:46:06
10.130.2.1,/track-cycling.html,14,1,2.2868048,Moscow,[29/Nov/2017:16:46:07
10.130.2.1,/tennis.html,77,1,2.2654692,Moscow,[29/Nov/2017:16:46:17
10.128.2.1,/rugby.html,18,1,1.297016575,South Africa,[29/Nov/2017:16:46:19
10.128.2.1,/hockey.html,86,1,3.496707042,South Africa,[29/Nov/2017:16:46:29
10.128.2.1,/football.html,43,1,3.270265772,South Africa,[29/Nov/2017:16:46:29
10.128.2.1,/contact_us.html,59,1,1.830553881,South Africa,[29/Nov/2017:17:00:05
10.130.2.1,/index.html,65,3,2.177700557,Moscow,[29/Nov/2017:17:00:06
10.128.2.1,/archery.html,75,1,3.19821359,South Africa,[29/Nov/2017:17:00:06
10.130.2.1,/athletics.html,43,1,3.424971983,Moscow,[29/Nov/2017:17:00:06
10.131.0.6,/boxing.html,48,3,2.417305427,Cuba,[29/Nov/2017:17:00:06
10.131.2.1,/wrestling.html,100,1,3.146529588,Fiji,[29/Nov/2017:17:00:06
10.129.2.1,/wrestling.html,7,3,1.131463256,Zambia,[29/Nov/2017:17:00:06
10.128.2.1,/track-cycling.html,54,2,3.073467227,South Africa,[29/Nov/2017:17:00:06
10.131.0.3,/tennis.html,32,1,2.367917435,Canada,[29/Nov/2017:17:00:08
10.128.2.1,/rugby.html,20,3,3.707003677,South Africa,[29/Nov/2017:17:00:08
10.131.2.1,/hockey.html,61,2,1.028024858,Fiji,[29/Nov/2017:17:01:06
10.130.2.1,/football.html,100,2,3.602071649,Moscow,[29/Nov/2017:17:24:02
10.129.2.1,/contact_us.html,68,2,3.272064036,Zambia,[29/Nov/2017:17:24:02
10.130.2.1,/index.html,51,1,3.987462326,Moscow,[29/Nov/2017:17:24:03
10.131.2.1,/archery.html,86,1,1.816026767,Fiji,[29/Nov/2017:17:24:03
10.129.1.1,/athletics.html,23,2,2.056954466,Egypt,[29/Nov/2017:17:24:03
10.130.2.1,/boxing.html,63,1,3.780874396,Moscow,[29/Nov/2017:17:24:03
10.131.0.3,/wrestling.html,35,2,1.224017757,Canada,[29/Nov/2017:17:24:03
10.131.2.1,/contact_us.html,5,1,1.290086566,Fiji,[29/Nov/2017:17:24:03
10.131.2.1,/index.html,6,3,2.838375,Fiji,[29/Nov/2017:17:24:03
10.131.0.3,/archery.html,28,3,1.666345774,Canada,[29/Nov/2017:17:24:04
10.128.2.1,/athletics.html,19,1,2.645260926,South Africa,[29/Nov/2017:17:24:08
10.131.0.3,/boxing.html,44,1,3.87765738,Canada,[29/Nov/2017:17:25:09
10.131.0.3,/wrestling.html,48,2,3.24713448,Canada,[29/Nov/2017:17:25:12
10.130.2.1,/athletics.html,70,3,1.507892397,Moscow,[29/Nov/2017:17:30:21
10.131.2.1,/boxing.html,29,1,1.336840434,Fiji,[29/Nov/2017:17:31:21
10.128.2.1,/wrestling.html,91,3,1.210820192,South Africa,[29/Nov/2017:17:32:02
10.128.2.1,/track-cycling.html,68,1,1.375374557,South Africa,[29/Nov/2017:17:32:04
10.129.2.1,/tennis.html,16,3,2.725002342,Zambia,[29/Nov/2017:17:32:16
10.129.1.1,/rugby.html,26,2,1.705688525,Egypt,[29/Nov/2017:17:32:16
10.129.1.1,/hockey.html,60,1,2.106075236,Egypt,[29/Nov/2017:17:32:17
10.131.0.3,/football.html,81,3,2.766445304,Canada,[29/Nov/2017:17:32:17
10.131.0.3,/contact_us.html,19,3,2.928189096,Canada,[29/Nov/2017:17:32:43
10.129.2.1,/index.html,8,3,2.493364469,Zambia,[29/Nov/2017:17:33:04
10.130.2.1,/archery.html,55,2,3.722025835,Moscow,[29/Nov/2017:17:34:26
10.131.2.1,/athletics.html,1,2,2.673374879,Fiji,[29/Nov/2017:17:34:32
10.128.2.1,/boxing.html,48,1,3.530302209,South Africa,[29/Nov/2017:17:35:39
10.128.2.1,/wrestling.html,85,1,1.179082344,South Africa,[29/Nov/2017:17:35:43
10.128.2.1,/index.html,72,1,3.756494939,South Africa,[29/Nov/2017:17:36:02
10.128.2.1,/archery.html,19,3,3.631277527,South Africa,[29/Nov/2017:17:36:10
10.131.0.3,/athletics.html,96,1,2.989600381,Canada,[29/Nov/2017:17:39:42
10.131.0.3,/boxing.html,40,2,3.072292478,Canada,[29/Nov/2017:17:39:50
10.131.0.3,/wrestling.html,23,3,3.690682406,Canada,[29/Nov/2017:17:45:41
10.131.0.6,/index.html,8,1,1.538849739,Cuba,[29/Nov/2017:17:45:41
10.131.0.6,/index.html,70,3,1.338717836,Cuba,[29/Nov/2017:17:45:42
10.130.2.1,/archery.html,8,1,2.898719212,Moscow,[29/Nov/2017:17:48:00
10.130.2.1,/athletics.html,58,3,2.805895558,Moscow,[29/Nov/2017:17:48:48
10.130.2.1,/boxing.html,57,2,1.82255638,Moscow,[29/Nov/2017:17:48:49
10.130.2.5,/wrestling.html,51,3,3.215423897,Brazil,[29/Nov/2017:17:48:49
10.129.2.1,/track-cycling.html,9,3,1.60046549,Zambia,[29/Nov/2017:17:48:49
10.131.2.1,/tennis.html,66,1,1.693900519,Fiji,[29/Nov/2017:17:48:49
10.131.0.6,/rugby.html,85,3,1.585190462,Cuba,[29/Nov/2017:17:48:49
10.128.2.1,/hockey.html,1,2,3.591562006,South Africa,[29/Nov/2017:17:48:49
10.130.2.5,/football.html,48,3,3.322830129,Brazil,[29/Nov/2017:17:48:49
10.131.2.1,/contact_us.html,69,1,3.242249417,Fiji,[29/Nov/2017:17:48:49
10.129.2.1,/index.html,6,3,3.500259052,Zambia,[29/Nov/2017:17:48:49
10.131.2.1,/archery.html,49,2,1.870584416,Fiji,[29/Nov/2017:17:48:50
10.131.2.1,/athletics.html,77,3,1.477116135,Fiji,[29/Nov/2017:17:48:51
10.131.2.1,/boxing.html,17,3,2.148468375,Fiji,[29/Nov/2017:17:48:53
10.131.2.1,/wrestling.html,55,1,1.463443733,Fiji,[29/Nov/2017:17:48:54
10.131.2.1,/wrestling.html,37,1,1.759642173,Fiji,[29/Nov/2017:17:49:13
10.130.2.5,/track-cycling.html,5,1,1.004935404,Brazil,[29/Nov/2017:17:49:16
10.129.2.1,/tennis.html,48,1,1.027476976,Zambia,[29/Nov/2017:17:49:18
10.131.2.1,/rugby.html,77,3,1.023072394,Fiji,[29/Nov/2017:17:54:21
10.131.2.1,/hockey.html,4,2,1.071378934,Fiji,[29/Nov/2017:17:54:21
10.131.2.1,/football.html,44,2,1.536252047,Fiji,[29/Nov/2017:17:54:29
10.131.0.6,/contact_us.html,21,2,3.283839555,Cuba,[29/Nov/2017:17:54:30
10.131.2.1,/index.html,85,2,1.076617,Fiji,[29/Nov/2017:17:54:38
10.131.2.1,/archery.html,64,3,3.797848368,Fiji,[29/Nov/2017:17:54:43
10.131.2.1,/athletics.html,73,2,2.735154985,Fiji,[29/Nov/2017:17:54:43
10.130.2.5,/boxing.html,84,2,3.177242075,Brazil,[29/Nov/2017:17:55:00
10.131.2.1,/wrestling.html,92,1,3.629657888,Fiji,[29/Nov/2017:17:55:00
10.131.2.1,/wrestling.html,9,2,1.870004647,Fiji,[29/Nov/2017:17:55:01
10.130.2.5,/track-cycling.html,59,3,3.643539602,Brazil,[29/Nov/2017:17:55:01
10.129.2.1,/tennis.html,27,2,2.014575295,Zambia,[29/Nov/2017:17:55:01
10.131.2.1,/rugby.html,7,2,3.562551431,Fiji,[29/Nov/2017:17:55:01
10.129.2.1,/hockey.html,51,1,3.246071647,Zambia,[29/Nov/2017:17:55:01
10.130.2.5,/football.html,37,3,3.091128896,Brazil,[29/Nov/2017:17:55:01
10.129.2.1,/contact_us.html,73,1,3.8934532,Zambia,[29/Nov/2017:17:55:02
10.131.2.1,/wrestling.html,76,3,1.57938018,Fiji,[29/Nov/2017:17:55:02
10.129.2.1,/track-cycling.html,22,3,2.361799822,Zambia,[29/Nov/2017:17:55:03
10.129.2.1,/tennis.html,2,3,2.224797725,Zambia,[29/Nov/2017:17:55:09
10.131.2.1,/rugby.html,79,1,1.923973027,Fiji,[29/Nov/2017:17:55:12
10.131.2.1,/hockey.html,87,1,1.13521143,Fiji,[29/Nov/2017:17:55:13
10.131.2.1,/football.html,27,2,3.284007838,Fiji,[29/Nov/2017:17:55:14
10.131.0.6,/contact_us.html,30,2,1.884554144,Cuba,[29/Nov/2017:17:55:58
10.131.0.6,/wrestling.html,51,2,1.761781568,Cuba,[29/Nov/2017:17:56:01
10.131.0.6,/track-cycling.html,19,1,3.965749244,Cuba,[29/Nov/2017:17:56:03
10.131.0.6,/tennis.html,72,2,3.169650074,Cuba,[29/Nov/2017:17:56:04
10.131.0.6,/rugby.html,76,1,2.327863591,Cuba,[29/Nov/2017:17:56:05
10.131.0.1,/hockey.html,51,3,1.577892755,Brazil,[29/Nov/2017:17:56:21
10.131.0.1,/football.html,39,3,3.459894712,Brazil,[29/Nov/2017:17:56:43
10.128.2.1,/contact_us.html,21,3,2.913213789,South Africa,[29/Nov/2017:17:56:45
10.131.2.1,/track-cycling.html,71,3,3.629400088,Fiji,[29/Nov/2017:17:57:38
10.131.2.1,/tennis.html,92,1,1.97130602,Fiji,[29/Nov/2017:17:57:39
10.131.2.1,/rugby.html,51,2,3.097921817,Fiji,[29/Nov/2017:17:57:39
10.129.2.1,/hockey.html,66,1,3.719550598,Zambia,[29/Nov/2017:17:57:39
10.129.2.1,/football.html,6,1,2.323810311,Zambia,[29/Nov/2017:17:57:52
10.129.2.1,/contact_us.html,50,3,3.629376821,Zambia,[29/Nov/2017:17:57:56
10.131.2.1,/archery.html,45,1,2.036046489,Fiji,[29/Nov/2017:17:57:56
10.129.2.1,/athletics.html,3,2,3.186705811,Zambia,[29/Nov/2017:17:58:13
10.128.2.1,/boxing.html,39,1,1.244895919,South Africa,[29/Nov/2017:17:58:23
10.128.2.1,/wrestling.html,6,2,3.867066132,South Africa,[29/Nov/2017:17:58:23
10.131.2.1,/track-cycling.html,83,2,1.471468943,Fiji,[29/Nov/2017:17:58:23
10.131.2.1,/tennis.html,61,2,3.135988968,Fiji,[29/Nov/2017:17:58:36
10.131.2.1,/track-cycling.html,95,2,1.523943113,Fiji,[29/Nov/2017:17:58:44
10.131.2.1,/tennis.html,95,3,1.058108604,Fiji,[29/Nov/2017:17:58:45
10.129.2.1,/rugby.html,58,3,1.647243311,Zambia,[29/Nov/2017:18:00:13
10.131.0.3,/hockey.html,25,3,3.328257203,Canada,[29/Nov/2017:18:12:11
10.131.0.3,/football.html,31,3,2.06832743,Canada,[29/Nov/2017:18:12:12
10.131.0.3,/contact_us.html,100,2,1.658431693,Canada,[29/Nov/2017:18:12:21
10.131.0.3,/tennis.html,87,3,3.319432302,Canada,[29/Nov/2017:18:12:26
10.131.0.3,/rugby.html,58,2,1.064815541,Canada,[29/Nov/2017:18:12:35
10.131.0.3,/hockey.html,12,2,2.818664591,Canada,[29/Nov/2017:18:13:02
10.131.0.3,/football.html,43,1,2.934370584,Canada,[29/Nov/2017:18:13:07
10.128.2.1,/contact_us.html,17,2,2.467880665,South Africa,[29/Nov/2017:18:15:39
10.129.2.1,/archery.html,50,1,1.137638681,Zambia,[29/Nov/2017:18:17:50
10.129.2.1,/athletics.html,86,1,2.75155783,Zambia,[29/Nov/2017:18:17:54
10.129.2.1,/boxing.html,85,3,3.943083804,Zambia,[29/Nov/2017:18:17:57
10.129.2.1,/wrestling.html,39,2,2.730346651,Zambia,[29/Nov/2017:18:18:05
10.131.0.3,/track-cycling.html,39,2,2.904447067,Canada,[29/Nov/2017:18:20:45
10.131.0.3,/tennis.html,75,1,3.92176172,Canada,[29/Nov/2017:18:22:34
10.131.0.3,/track-cycling.html,65,1,3.274424787,Canada,[29/Nov/2017:18:22:37
10.131.0.3,/tennis.html,51,3,3.489548188,Canada,[29/Nov/2017:18:22:39
10.131.0.1,/rugby.html,76,3,3.083011712,Brazil,[29/Nov/2017:18:22:44
10.131.0.1,/hockey.html,8,1,1.830722669,Brazil,[29/Nov/2017:18:22:48
10.131.0.1,/football.html,27,1,2.685335265,Brazil,[29/Nov/2017:18:22:53
10.131.0.1,/contact_us.html,19,2,1.388744008,Brazil,[29/Nov/2017:18:23:01
10.131.0.1,/track-cycling.html,86,1,2.242754992,Brazil,[29/Nov/2017:18:23:09
10.131.0.1,/tennis.html,16,3,2.915542953,Brazil,[29/Nov/2017:18:23:09
10.131.0.1,/rugby.html,43,3,2.218791793,Brazil,[29/Nov/2017:18:23:17
10.131.0.1,/hockey.html,98,3,3.258366199,Brazil,[29/Nov/2017:18:23:18
10.131.0.1,/football.html,90,1,3.536855838,Brazil,[29/Nov/2017:18:23:21
10.131.0.1,/contact_us.html,66,3,3.842496911,Brazil,[29/Nov/2017:18:23:24
10.128.2.1,/archery.html,58,3,3.980763291,South Africa,[29/Nov/2017:18:24:57
10.128.2.1,/athletics.html,96,2,3.413137319,South Africa,[29/Nov/2017:18:25:02
10.128.2.1,/boxing.html,53,1,3.352649616,South Africa,[29/Nov/2017:18:25:07
10.128.2.1,/wrestling.html,14,1,3.982281571,South Africa,[29/Nov/2017:18:25:15
10.128.2.1,/track-cycling.html,68,2,2.817542795,South Africa,[29/Nov/2017:18:25:27
10.129.2.1,/tennis.html,82,3,1.467039341,Zambia,[29/Nov/2017:18:25:27
10.129.2.1,/track-cycling.html,56,3,3.269054119,Zambia,[29/Nov/2017:18:25:27
10.129.2.1,/tennis.html,40,2,1.287420193,Zambia,[29/Nov/2017:18:25:59
10.129.2.1,/rugby.html,26,1,1.451170795,Zambia,[29/Nov/2017:18:26:01
10.129.2.1,/hockey.html,22,2,2.176151799,Zambia,[29/Nov/2017:18:26:04
10.129.2.1,/football.html,81,2,2.714191751,Zambia,[29/Nov/2017:18:26:08
10.129.2.1,/contact_us.html,63,3,1.617607648,Zambia,[29/Nov/2017:18:26:10
10.129.2.1,/football.html,37,3,1.267967207,Zambia,[29/Nov/2017:18:26:12
10.129.2.1,/contact_us.html,98,2,2.58719056,Zambia,[29/Nov/2017:18:26:17
10.129.2.1,/archery.html,11,3,3.537680136,Zambia,[29/Nov/2017:18:26:28
10.129.2.1,/athletics.html,39,3,3.43832678,Zambia,[29/Nov/2017:18:27:33
10.129.2.1,/boxing.html,68,2,3.20456662,Zambia,[29/Nov/2017:18:27:43
10.129.2.1,/wrestling.html,2,1,2.851397724,Zambia,[29/Nov/2017:18:27:52
10.129.2.1,/track-cycling.html,52,2,2.690630715,Zambia,[29/Nov/2017:18:28:09
10.129.2.1,/tennis.html,36,1,1.472102397,Zambia,[29/Nov/2017:18:28:20
10.129.2.1,/track-cycling.html,73,3,2.025546748,Zambia,[29/Nov/2017:18:28:27
10.129.2.1,/tennis.html,2,2,1.383342384,Zambia,[29/Nov/2017:18:28:32
10.129.2.1,/rugby.html,10,3,3.767292002,Zambia,[29/Nov/2017:18:40:15
10.129.2.1,/hockey.html,27,1,2.587889842,Zambia,[29/Nov/2017:18:40:16
10.129.2.1,/football.html,98,1,3.112673629,Zambia,[29/Nov/2017:18:40:16
10.131.2.1,/contact_us.html,22,3,3.560652213,Fiji,[29/Nov/2017:18:40:16
10.131.0.1,/track-cycling.html,23,2,1.213071878,Brazil,[29/Nov/2017:18:40:16
10.131.2.1,/tennis.html,83,1,1.233729187,Fiji,[29/Nov/2017:18:40:16
10.131.0.1,/rugby.html,72,2,3.380895044,Brazil,[29/Nov/2017:18:40:16
10.130.2.5,/hockey.html,59,1,2.936266087,Brazil,[29/Nov/2017:18:40:16
10.131.0.1,/football.html,49,1,3.255997366,Brazil,[29/Nov/2017:18:40:17
10.131.0.1,/contact_us.html,90,3,1.614714708,Brazil,[29/Nov/2017:18:40:17
10.131.0.1,/archery.html,79,2,1.726953455,Brazil,[29/Nov/2017:18:40:18
10.131.0.1,/athletics.html,19,2,3.955846224,Brazil,[29/Nov/2017:18:40:25
10.131.0.1,/boxing.html,32,2,2.997587863,Brazil,[29/Nov/2017:18:40:27
10.130.2.5,/wrestling.html,48,2,3.534956226,Brazil,[29/Nov/2017:18:40:40
10.130.2.5,/track-cycling.html,37,2,3.329526551,Brazil,[29/Nov/2017:18:40:41
10.129.2.1,/tennis.html,51,3,1.176197799,Zambia,[29/Nov/2017:19:02:03
10.129.2.1,/track-cycling.html,67,1,1.28410851,Zambia,[29/Nov/2017:19:02:03
10.129.2.1,/tennis.html,65,3,1.53706759,Zambia,[29/Nov/2017:19:02:03
10.131.2.1,/rugby.html,12,2,3.831649118,Fiji,[29/Nov/2017:19:02:03
10.129.2.1,/hockey.html,12,3,1.709641733,Zambia,[29/Nov/2017:19:02:04
10.131.0.1,/football.html,96,3,2.666707457,Brazil,[29/Nov/2017:19:02:04
10.131.2.1,/contact_us.html,31,1,3.639000936,Fiji,[29/Nov/2017:19:02:04
10.128.2.1,/athletics.html,51,2,2.891109536,South Africa,[29/Nov/2017:19:02:04
10.129.2.1,/boxing.html,97,1,1.512804675,Zambia,[29/Nov/2017:19:02:04
10.131.0.1,/wrestling.html,93,1,2.605141276,Brazil,[29/Nov/2017:19:02:04
10.129.2.1,/track-cycling.html,24,3,1.905032283,Zambia,[29/Nov/2017:19:02:06
10.129.2.1,/tennis.html,95,2,3.849201455,Zambia,[29/Nov/2017:19:02:33
10.131.0.1,/track-cycling.html,47,1,2.117844677,Brazil,[29/Nov/2017:19:02:35
10.131.0.1,/tennis.html,68,3,2.023662841,Brazil,[29/Nov/2017:19:02:37
10.131.0.1,/rugby.html,69,1,1.815973848,Brazil,[29/Nov/2017:19:02:38
10.131.0.1,/hockey.html,81,1,2.222743908,Brazil,[29/Nov/2017:19:22:12
10.129.2.1,/football.html,43,1,3.652198955,Zambia,[29/Nov/2017:21:51:57
10.131.0.1,/contact_us.html,59,1,1.340052762,Brazil,[29/Nov/2017:21:51:57
10.129.2.1,/tennis.html,49,3,1.239668861,Zambia,[29/Nov/2017:21:51:57
10.131.0.1,/rugby.html,69,1,2.146662927,Brazil,[29/Nov/2017:21:51:57
10.129.2.1,/hockey.html,17,2,1.714356806,Zambia,[29/Nov/2017:21:51:57
10.131.0.1,/football.html,41,3,2.835887692,Brazil,[29/Nov/2017:21:51:57
10.129.2.1,/contact_us.html,37,1,1.663727644,Zambia,[29/Nov/2017:21:51:57
10.131.2.1,/archery.html,52,3,1.634251632,Fiji,[29/Nov/2017:21:51:57
10.128.2.1,/athletics.html,30,2,1.27456473,South Africa,[29/Nov/2017:21:51:57
10.131.0.1,/boxing.html,16,3,3.78221988,Brazil,[29/Nov/2017:21:51:57
10.130.2.5,/wrestling.html,25,2,2.337960554,Brazil,[29/Nov/2017:21:51:57
10.130.2.1,/track-cycling.html,18,1,3.557841232,Moscow,[29/Nov/2017:21:51:57
10.131.0.1,/tennis.html,11,3,2.940308708,Brazil,[29/Nov/2017:21:51:57
10.128.2.1,/track-cycling.html,77,1,1.636712693,South Africa,[29/Nov/2017:21:52:20
10.128.2.1,/tennis.html,51,2,1.137622771,South Africa,[29/Nov/2017:21:52:20
10.129.2.1,/rugby.html,28,2,1.308897368,Zambia,[29/Nov/2017:21:52:20
10.131.0.1,/hockey.html,34,3,2.166531307,Brazil,[29/Nov/2017:21:52:20
10.128.2.1,/football.html,41,2,2.673604464,South Africa,[29/Nov/2017:21:52:36
10.128.2.1,/contact_us.html,42,2,2.337522774,South Africa,[29/Nov/2017:21:53:01
10.131.2.1,/track-cycling.html,37,1,1.371445272,Fiji,[29/Nov/2017:21:53:26
10.130.2.1,/tennis.html,95,3,2.39883609,Moscow,[29/Nov/2017:21:53:26
10.131.2.1,/rugby.html,89,3,3.801542514,Fiji,[29/Nov/2017:21:53:33
10.130.2.1,/hockey.html,28,2,1.390950568,Moscow,[29/Nov/2017:21:53:33
10.128.2.1,/football.html,30,3,1.32617954,South Africa,[29/Nov/2017:22:21:16
10.130.2.1,/contact_us.html,89,1,1.013547742,Moscow,[29/Nov/2017:22:21:16
10.130.2.1,/archery.html,85,2,1.373276641,Moscow,[29/Nov/2017:22:21:17
10.128.2.1,/athletics.html,96,1,1.034900885,South Africa,[29/Nov/2017:22:21:17
10.131.2.1,/boxing.html,52,1,2.108846063,Fiji,[29/Nov/2017:22:21:17
10.131.0.1,/wrestling.html,74,1,3.495567286,Brazil,[29/Nov/2017:22:21:17
10.130.2.1,/track-cycling.html,98,1,1.379943284,Moscow,[29/Nov/2017:22:21:17
10.128.2.1,/tennis.html,91,2,3.365918698,South Africa,[29/Nov/2017:22:21:17
10.128.2.1,/track-cycling.html,47,3,2.328116024,South Africa,[29/Nov/2017:22:21:17
10.131.2.1,/tennis.html,13,2,1.93077351,Fiji,[29/Nov/2017:22:21:18
10.129.2.1,/rugby.html,18,1,1.332760558,Zambia,[30/Nov/2017:03:22:03
10.129.2.1,/hockey.html,95,1,3.07858494,Zambia,[30/Nov/2017:03:22:03
10.129.2.1,/football.html,39,2,3.371194792,Zambia,[30/Nov/2017:03:22:03
10.131.2.1,/contact_us.html,15,1,2.612113071,Fiji,[30/Nov/2017:03:22:03
10.131.0.1,/boxing.html,62,2,2.440120864,Brazil,[30/Nov/2017:03:22:03
10.128.2.1,/wrestling.html,17,1,2.89359046,South Africa,[30/Nov/2017:03:22:03
10.129.2.1,/track-cycling.html,36,1,1.053165569,Zambia,[30/Nov/2017:03:22:03
10.131.0.1,/tennis.html,15,2,1.409488089,Brazil,[30/Nov/2017:03:22:03
10.129.2.1,/track-cycling.html,91,3,2.913014042,Zambia,[30/Nov/2017:03:22:03
10.131.2.2,/tennis.html,14,2,2.444625578,Ghana,[30/Nov/2017:03:22:03
10.131.2.2,/rugby.html,27,1,3.345312886,Ghana,[30/Nov/2017:06:31:33
10.131.2.2,/hockey.html,60,1,3.079980161,Ghana,[30/Nov/2017:06:31:33
10.131.2.2,/football.html,33,2,3.015671107,Ghana,[30/Nov/2017:06:31:39
10.131.2.2,/contact_us.html,67,2,1.608220946,Ghana,[30/Nov/2017:06:31:40
10.131.2.2,/track-cycling.html,89,1,2.374787765,Ghana,[30/Nov/2017:06:31:47
10.131.2.2,/tennis.html,41,1,2.877927316,Ghana,[30/Nov/2017:06:31:48
10.131.2.2,/rugby.html,7,3,1.168493475,Ghana,[30/Nov/2017:06:31:52
10.131.2.2,/hockey.html,91,3,2.303630465,Ghana,[30/Nov/2017:06:32:06
10.131.2.2,/football.html,64,2,2.478960102,Ghana,[30/Nov/2017:06:32:39
10.131.2.2,/contact_us.html,77,1,1.248364274,Ghana,[30/Nov/2017:06:32:42
10.131.2.2,/archery.html,29,2,2.09794173,Ghana,[30/Nov/2017:06:32:46
10.131.2.2,/athletics.html,45,3,3.738382491,Ghana,[30/Nov/2017:06:33:11
10.131.2.2,/boxing.html,2,1,2.55928613,Ghana,[30/Nov/2017:06:33:14
10.131.2.2,/wrestling.html,99,1,3.725811609,Ghana,[30/Nov/2017:06:33:16
10.131.2.2,/track-cycling.html,59,3,1.619182461,Ghana,[30/Nov/2017:06:33:40
10.131.2.2,/tennis.html,98,3,1.807899489,Ghana,[30/Nov/2017:06:33:42
10.131.2.2,/track-cycling.html,7,2,3.232785544,Ghana,[30/Nov/2017:06:33:46
10.131.2.2,/tennis.html,54,1,3.972974332,Ghana,[30/Nov/2017:06:34:04
